# Species	Genes	Alg.-Conn.	Streptococcus_australis_protein.faa	Streptococcus_cristatus_protein.faa	Streptococcus_ferus_protein.faa	Streptococcus_koreensis_protein.faa	Streptococcus_sobrinus_protein.faa	aerococcus_1.faa	aerococcus_2.faa	aerococcus_3.faa	aerococcus_4.faa	aerococcus_5.faa	anoxybacillus_1.faa	anoxybacillus_2.faa	anoxybacillus_3.faa	anoxybacillus_4.faa	anoxybacillus_5.faa	enterococcus_durans_protein.faa	enterococcus_faecium_protein.faa	enterococcus_gilvus_protein.faa	enterococcus_lactis_protein.faa	enterococcus_raffinosus_protein.faa	paenibacillus_1.faa	paenibacillus_2.faa	paenibacillus_3.faa	paenibacillus_4.faa	paenibacillus_5.faa
24	24	0.00184	WP_006595320.1	WP_005591370.1	WP_018030401.1	WP_023024832.1	WP_002959952.1	WP_034258092.1	WP_060776828.1	WP_060778689.1	WP_067978375.1	WP_050774109.1	WP_009360762.1	WP_066322169.1	*	WP_181557389.1	WP_171567214.1	WP_016177743.1	WP_002287409.1	WP_010779620.1	WP_002290936.1	WP_010745331.1	WP_014372583.1	WP_038692851.1	WP_116234463.1	WP_162354776.1	WP_162640941.1
3	3	0.794	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_065067724.1	*	*	*	*	*	WP_014653135.1	*	WP_089546433.1	*	*
3	3	0.486	*	WP_005591308.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484588.1	*	WP_152401554.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152397941.1	*	WP_225446568.1
3	3	0.937	*	*	*	*	*	*	*	*	*	*	*	WP_066324200.1	*	*	*	*	*	*	*	*	WP_013917386.1	*	*	*	WP_225446094.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013915940.1	*	*	*	WP_192043672.1
3	3	0.853	*	*	*	*	*	*	*	*	*	*	*	WP_066324756.1	*	*	*	*	*	*	*	*	WP_013916030.1	*	*	*	WP_162644240.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162357394.1	WP_162643840.1
3	3	0.482	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014371765.1	*	WP_152401548.1	*	WP_162643611.1
3	3	0.646	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152404595.1	WP_162355689.1	WP_162643462.1
3	3	0.921	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152401583.1	WP_162359037.1	WP_162643405.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162359050.1	WP_162643390.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362358.1	*	*	*	WP_162642947.1
10	10	0.396	WP_126403917.1	WP_005589524.1	*	WP_023022505.1	*	*	*	*	*	*	*	*	*	*	WP_212132419.1	WP_081134501.1	WP_002296404.1	WP_114524499.1	WP_002329267.1	WP_218255666.1	*	*	*	*	WP_162642580.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038698244.1	*	*	WP_162642579.1
3	3	0.766	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152398827.1	WP_192043406.1	WP_162641844.1
5	5	0.565	*	*	*	*	*	*	*	*	*	*	*	WP_066325650.1	*	*	WP_171566081.1	*	*	*	*	*	WP_013920632.1	*	WP_145158577.1	*	WP_162641258.1
3	3	0.866	*	*	*	*	*	*	*	*	*	*	*	WP_066324199.1	*	*	*	*	*	*	*	*	WP_013917387.1	*	*	*	WP_162641004.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525798.1	*	WP_218257429.1	*	*	*	*	*
3	3	0.36	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016021.1	*	*	*	*	*	*	*	*	WP_038698074.1	*	*	WP_162639827.1
5	5	0.667	WP_125329260.1	WP_005591601.1	*	WP_120701520.1	WP_109833568.1	*	*	*	*	*	*	*	WP_127015652.1	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015569.1	*	*	*	*	*	*	*	*	*	WP_244364658.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077646.1	*	*	*	*	*	*	*	WP_152400621.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077240.1	*	*	*	*	*	*	*	WP_167527034.1	*	*
4	4	0.674	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077089.1	*	*	*	*	*	*	*	WP_076175134.1	WP_162358583.1	WP_162644081.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076977.1	*	*	*	*	*	WP_241484638.1	*	*	*	*
3	3	0.728	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076896.1	*	*	*	*	*	*	WP_052098735.1	*	WP_162358045.1	*
2	2	1	*	*	*	*	*	*	*	*	WP_067979674.1	*	*	*	*	*	WP_029099468.1	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	WP_066324390.1	*	WP_228485675.1	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_181556124.1	*	WP_053109022.1	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_181556084.1	*	*	*	*	*	*	WP_014651748.1	*	*	*	*
5	5	0.725	*	*	*	*	*	*	*	*	*	*	WP_035067736.1	WP_066328058.1	*	WP_181556074.1	*	*	*	*	*	*	*	*	*	WP_162358090.1	WP_225446270.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_181555617.1	*	*	*	*	*	*	*	*	WP_152404615.1	*	*
2	2	1	*	*	*	*	*	*	*	WP_230080684.1	*	*	*	*	*	*	*	*	*	WP_114525921.1	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152399005.1	*	WP_162640800.1
3	3	0.544	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_156264883.1	*	*	WP_224453673.1	*	*	*	*	WP_162643392.1
12	12	0.462	WP_126404176.1	*	WP_018029413.1	WP_023026763.1	WP_019777228.1	*	*	*	*	*	WP_035066469.1	WP_066325060.1	*	WP_194520225.1	*	WP_081134402.1	WP_002288395.1	WP_010780946.1	WP_002288395.1	WP_218257184.1	*	*	*	*	*
4	4	0.33	*	*	*	*	*	WP_059134382.1	*	*	*	WP_003140810.1	*	*	*	*	*	*	*	WP_114524028.1	*	WP_218256821.1	*	*	*	*	*
19	19	0.423	WP_126403806.1	WP_005592275.1	WP_026161944.1	WP_117745224.1	WP_019770626.1	WP_059348841.1	WP_060777144.1	WP_060778156.1	WP_067977453.1	WP_003141278.1	WP_009361874.1	WP_066322690.1	*	WP_181555442.1	WP_171564851.1	WP_081134031.1	WP_002286872.1	WP_010781616.1	WP_002291402.1	WP_218256735.1	*	*	*	*	*
9	9	0.745	*	*	*	*	*	WP_082685356.1	*	*	*	WP_201024715.1	*	*	*	*	*	WP_081134453.1	WP_002288275.1	WP_010781645.1	WP_002329088.1	WP_218256715.1	*	WP_038693989.1	WP_152398944.1	*	*
9	9	0.726	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171564860.1	WP_081133513.1	WP_156264958.1	WP_010781958.1	WP_002329173.1	WP_218256531.1	*	*	WP_145156660.1	WP_162354607.1	WP_162639762.1
10	10	0.666	*	*	*	*	*	*	*	*	*	*	WP_035067605.1	WP_066327799.1	*	WP_181554785.1	WP_171565356.1	WP_081134961.1	WP_002293915.1	WP_086303783.1	WP_002329362.1	WP_218255545.1	WP_014649588.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652235.1	*	WP_244364726.1	*	*
3	3	0.829	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016762.1	*	*	*	*	*	*	*	*	WP_084065401.1	WP_244364595.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_167527135.1	*	WP_162638103.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013919969.1	*	WP_167527044.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362341.1	*	WP_152404020.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152403656.1	WP_162355438.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651175.1	*	WP_152403622.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650286.1	*	WP_152403215.1	*	*
2	9	0.109	*	*	*	*	*	*	*	*	*	*	WP_035065058.1	WP_066322673.1,WP_066323063.1,WP_066323120.1,WP_066324006.1,WP_066324587.1,WP_066325341.1,WP_066325463.1,WP_066326039.1	*	*	*	*	*	*	*	*	*	*	*	*	*
2	10	0.191	*	*	*	*	*	*	*	*	*	*	WP_035067763.1,WP_240483471.1	WP_148660441.1,WP_066328087.1,WP_066328063.1,WP_066326035.1,WP_066321976.1,WP_066323245.1,WP_066323249.1,WP_066324811.1	*	*	*	*	*	*	*	*	*	*	*	*	*
11	11	0.00879	WP_126404702.1	WP_005591900.1	WP_018030376.1	WP_023024124.1	WP_019768671.1	*	*	*	*	*	*	*	WP_127015966.1	*	*	*	*	*	*	*	WP_014649142.1	WP_052098184.1	WP_152401039.1	WP_162358081.1	WP_162644695.1
5	20	0.219	*	*	*	*	*	WP_059348644.1	*	*	WP_145862468.1	WP_050774123.1	*	WP_066322967.1,WP_066323052.1	WP_127017874.1,WP_127017843.1,WP_127017726.1,WP_127017451.1,WP_127017387.1,WP_081499421.1,WP_127015293.1,WP_127015374.1,WP_127015406.1,WP_127015490.1,WP_127015677.1,WP_127016403.1,WP_127016568.1,WP_127016657.1,WP_127016671.1	*	*	*	*	*	*	*	*	*	*	*	*
2	5	0.197	*	*	*	*	*	*	*	*	*	*	*	WP_066326398.1	*	WP_194519049.1,WP_194519433.1,WP_194520495.1,WP_228485625.1	*	*	*	*	*	*	*	*	*	*	*
6	16	0.13	*	*	*	*	*	*	*	*	*	WP_060779307.1,WP_060779319.1,WP_060779337.1,WP_060779378.1,WP_060779310.1,WP_060779325.1,WP_060779332.1,WP_060779361.1,WP_060779385.1,WP_060779391.1	WP_035066031.1	WP_066325652.1	*	*	*	WP_081134104.1	WP_002287525.1	*	*	*	*	WP_038693729.1,WP_038698441.1	*	*	*
6	6	0.0285	*	*	*	*	*	*	*	WP_060777695.1	*	*	*	*	*	*	*	WP_081134864.1	*	WP_114526026.1	*	WP_070509416.1	*	WP_169744578.1	*	*	WP_162643579.1
6	6	0.0219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077275.1	*	*	*	*	*	WP_013917054.1	WP_038698915.1	WP_152404344.1	WP_162356947.1	WP_162638379.1
6	6	0.0607	*	*	*	*	*	*	*	*	*	WP_003141416.1	*	*	*	*	*	WP_095443782.1	*	WP_240318350.1	*	*	*	WP_038694025.1	WP_244364227.1	*	WP_162639668.1
6	6	0.0226	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016894.1	WP_181555580.1	WP_230077527.1	*	*	*	*	*	WP_014650724.1	*	*	WP_162355790.1	WP_162639857.1
12	12	0.0101	*	*	WP_018030109.1	*	WP_002962074.1	*	*	*	*	*	WP_035067619.1	WP_066324220.1	*	*	*	WP_081134067.1	WP_002294589.1	*	WP_002328923.1	*	WP_014372756.1	WP_038697368.1	WP_145947556.1	WP_162357241.1	WP_162638529.1
7	7	0.0111	*	*	WP_018031070.1	*	WP_109833407.1	*	*	*	*	WP_039935909.1	*	*	*	*	WP_171566993.1	*	*	*	*	*	WP_014652425.1	*	*	WP_162358002.1	WP_162644772.1
4	12	0.197	*	*	*	*	WP_019773382.1	*	*	*	*	*	*	*	*	*	*	WP_095443745.1	WP_002297271.1	*	WP_219273617.1,WP_219273591.1,WP_104847000.1,WP_002293280.1,WP_002328973.1,WP_002328991.1,WP_002329140.1,WP_002329328.1,WP_002336011.1	*	*	*	*	*	*
10	10	0.0223	*	*	*	*	*	WP_059349080.1	WP_060776961.1	WP_060778575.1	WP_067979681.1	WP_003141988.1	WP_035066937.1	WP_066325926.1	*	WP_194520670.1	WP_171565844.1	*	*	*	*	WP_010745433.1	*	*	*	*	*
7	7	0.0313	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_002293830.1	*	WP_002293600.1	WP_218257454.1	WP_041617878.1	*	WP_152402461.1	WP_162360671.1	WP_225446160.1
4	4	0.0967	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651873.1	WP_038696312.1	*	WP_162354601.1	WP_162641786.1
2	4	0.242	*	*	*	*	*	*	*	*	*	*	*	*	WP_205665646.1	*	*	*	*	*	*	*	*	WP_038696160.1,WP_156995870.1,WP_156995875.1	*	*	*
5	5	0.105	*	*	*	*	*	*	*	*	*	*	*	*	WP_205665704.1	WP_228485630.1	WP_230077778.1	*	*	*	*	*	WP_041618559.1	WP_038695047.1	*	*	*
4	4	0.0795	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370542.1	WP_038698625.1	WP_167527239.1	*	WP_162643878.1
9	9	0.0147	WP_126404255.1	WP_005590945.1	*	WP_120701935.1	WP_019790635.1	*	*	*	*	*	*	*	*	*	*	*	WP_002295053.1	WP_114524123.1	WP_002290890.1	WP_245001294.1	*	WP_038696359.1	*	*	*
4	4	0.062	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114524929.1	WP_002313097.1	WP_010745520.1	*	*	WP_152402976.1	*	*
3	4	0.102	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_241484285.1,WP_016362533.1	WP_038693738.1	WP_152397705.1	*	*
4	4	0.152	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652126.1	WP_038694171.1	WP_152404030.1	WP_162357817.1	*
4	4	0.118	*	*	*	*	*	*	*	*	*	*	*	WP_066325858.1	*	*	*	*	*	*	*	*	WP_014651576.1	WP_245625219.1	*	*	WP_162638181.1
3	4	0.136	*	*	*	*	*	*	*	*	*	WP_235585507.1	*	*	WP_127016438.1,WP_127015685.1	*	*	*	*	*	*	*	*	WP_038695328.1	*	*	*
5	5	0.0413	*	*	*	*	*	*	*	*	*	WP_004262691.1	*	*	WP_127016921.1	*	*	*	*	*	WP_002292592.1	*	WP_013914319.1	*	*	*	WP_162640084.1
4	4	0.182	*	*	*	WP_120701565.1	*	*	*	*	*	*	*	*	WP_127016108.1	*	*	*	*	*	*	*	*	*	WP_152403002.1	WP_162359400.1	*
4	4	0.187	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649614.1	WP_038697808.1	WP_152403956.1	*	WP_162643997.1
5	5	0.124	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017365.1	*	*	*	*	*	*	*	WP_014653122.1	WP_245624962.1	*	WP_162358649.1	WP_162644001.1
4	4	0.054	*	*	*	*	*	*	WP_158320040.1	*	*	*	*	*	*	WP_194519475.1	*	*	*	*	*	*	WP_241484550.1	WP_084065314.1	*	*	*
4	4	0.127	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016697.1	*	WP_171563999.1	*	*	*	*	*	WP_014652342.1	*	*	*	WP_162644206.1
5	5	0.0381	*	*	*	*	*	*	*	*	*	*	*	WP_066325283.1	*	*	WP_171564195.1	*	*	*	*	*	WP_241484505.1	*	*	WP_162354896.1	WP_162640846.1
5	5	0.0383	*	*	*	*	WP_019770474.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362774.1	*	WP_152399188.1	WP_162359530.1	WP_162642790.1
3	4	0.12	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152403652.1	WP_162355436.1,WP_162359535.1	WP_162642785.1
18	45	0.104	*	*	*	*	*	WP_016896897.1	WP_060776232.1	*	*	WP_003141585.1	WP_003398931.1	WP_066324730.1,WP_027408825.1	WP_127015958.1	WP_181557111.1,WP_181556160.1	WP_029097474.1,WP_171567265.1	WP_002292860.1,WP_005875554.1,WP_005875700.1	WP_002292860.1,WP_002294067.1,WP_002288762.1	WP_010745638.1,WP_010781607.1	WP_002292860.1,WP_002294067.1,WP_002288762.1	WP_010745638.1,WP_010746768.1	WP_014649098.1,WP_014372710.1,WP_013916011.1,WP_013915310.1,WP_013913932.1	WP_038695124.1,WP_038699784.1,WP_038699258.1	WP_068694440.1,WP_152399993.1,WP_076173149.1	WP_090575021.1,WP_161744850.1,WP_162357782.1,WP_162357667.1,WP_161745713.1	WP_112884929.1,WP_126017131.1,WP_162639409.1,WP_161745713.1,WP_162638427.1
12	19	0.107	*	*	*	*	*	WP_059349184.1	*	*	*	WP_039935303.1	WP_009360858.1	WP_066323074.1	WP_127017059.1,WP_127017039.1,WP_236777933.1	WP_181557214.1	WP_230076754.1	*	*	*	*	*	WP_016362238.1	WP_038694041.1	WP_076171628.1,WP_116233202.1	WP_162357738.1,WP_225442690.1,WP_162355184.1	WP_162643453.1,WP_162643633.1,WP_162639985.1
6	6	0.0122	*	*	*	*	*	WP_059348649.1	*	WP_060778419.1	*	*	*	*	WP_127017278.1	WP_194519833.1	*	*	*	*	WP_047929350.1	*	*	WP_038696007.1	*	*	*
6	6	0.0259	*	*	*	*	*	*	*	*	*	*	WP_035065081.1	*	*	WP_194519614.1	*	WP_081133580.1	WP_002286066.1	*	WP_002329206.1	*	WP_014649259.1	*	*	*	*
6	6	0.0218	WP_126404624.1	WP_005590708.1	WP_018030293.1	WP_117744514.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650844.1	WP_038698433.1	*	*	*
5	8	0.105	*	*	*	*	*	*	*	*	*	WP_060779393.1,WP_003143787.1	*	*	WP_127016672.1	*	*	WP_081135856.1	WP_002297218.1,WP_002297185.1	*	*	WP_218256175.1,WP_218257457.1	*	*	*	*	*
9	9	0.0413	WP_126404314.1	WP_005589681.1	*	WP_120701885.1	WP_019768777.1	*	*	*	*	*	*	WP_066324578.1	*	WP_194520384.1	*	WP_081133657.1	*	*	*	*	*	*	*	WP_225442610.1	WP_225446100.1
9	9	0.017	*	*	*	*	*	WP_059349263.1	*	*	*	*	*	WP_066324969.1	*	WP_194520240.1	*	WP_095443668.1	*	WP_114525492.1	*	WP_218257621.1	*	WP_038699773.1	WP_152399897.1	WP_162357387.1	*
10	10	0.0225	*	*	*	*	*	WP_059348731.1	*	*	WP_067977843.1	WP_003141776.1	*	*	*	WP_181556154.1	*	*	*	WP_114524565.1	*	WP_218255820.1	*	WP_038693135.1	WP_076171703.1	WP_162358512.1	WP_162638087.1
13	13	0.00865	WP_126404771.1	WP_005591194.1	*	WP_120701660.1	*	*	WP_060776430.1	WP_060777792.1	WP_067977232.1	*	*	*	*	*	*	*	*	WP_114525765.1	WP_002329205.1	WP_028021168.1	*	WP_038693369.1	WP_152399622.1	WP_192043387.1	WP_162643252.1
7	7	0.0192	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194520303.1	WP_230077570.1	WP_081133783.1	WP_002294206.1	WP_114525301.1	WP_002293412.1	WP_218256480.1	*	*	*	*	*
8	8	0.0535	*	*	*	*	WP_021674011.1	WP_026465153.1	*	*	WP_067977290.1	WP_003143225.1	*	*	*	*	*	*	*	*	*	*	WP_014652115.1	*	WP_152401517.1	WP_162357745.1	WP_162643609.1
6	8	0.103	*	WP_005590349.1	*	*	*	*	*	*	*	*	*	WP_066324595.1	WP_127017407.1	WP_194520359.1,WP_181556264.1	WP_171567574.1,WP_171566785.1	*	*	*	*	*	WP_014650708.1	*	*	*	*
7	7	0.0228	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525993.1	*	WP_028020855.1	WP_014368746.1	WP_038698317.1	WP_089548454.1	WP_162356113.1	WP_162639529.1
21	36	0.121	WP_126403931.1,WP_126403933.1	WP_005590953.1,WP_005592422.1	WP_018029787.1	WP_120702284.1,WP_120702288.1	WP_019777033.1	WP_059349327.1	WP_060777318.1	WP_060777605.1	*	*	*	*	WP_127015504.1	WP_194519610.1,WP_194519430.1	WP_171567421.1	WP_081134207.1,WP_005878090.1	WP_002286304.1,WP_002288085.1	WP_010778878.1,WP_010779327.1,WP_010779886.1	WP_002312797.1,WP_002310242.1	WP_218257596.1,WP_060789073.1,WP_060789383.1	WP_014649719.1,WP_187298015.1	WP_038695897.1	WP_152404334.1,WP_116232892.1,WP_116232988.1,WP_152403480.1	WP_162358604.1	WP_162644047.1
15	18	0.102	*	*	*	*	WP_019768737.1	WP_059348645.1,WP_059348557.1	*	WP_060778427.1	WP_067978155.1	WP_039935882.1,WP_003141685.1	*	*	*	*	*	WP_081134985.1	WP_002347388.1	WP_114524937.1	WP_002308654.1	WP_010745499.1	WP_081668853.1	WP_038694006.1	WP_152401093.1,WP_167527246.1	WP_162355976.1	WP_162639676.1
3	5	0.115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013918113.1,WP_013919894.1	WP_245625127.1	WP_105444161.1,WP_152404567.1	*	*
4	5	0.175	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014372036.1	*	WP_244364181.1	WP_162360075.1	WP_162642357.1,WP_225446311.1
5	5	0.05	*	*	WP_018029648.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_052098144.1	WP_244364753.1	WP_162357877.1	WP_225446161.1
4	5	0.17	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651312.1,WP_241484192.1	*	WP_244364263.1	WP_162358687.1	WP_162642723.1
5	5	0.137	*	*	*	*	*	WP_059349139.1	*	*	*	*	*	*	*	*	*	WP_081133693.1	WP_002298389.1	WP_086306313.1	*	WP_010745122.1	*	*	*	*	*
6	6	0.0967	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076636.1	*	*	*	*	*	WP_014372644.1	WP_038694903.1	WP_152399305.1	WP_162356445.1	WP_225446372.1
5	6	0.121	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171567459.1	*	*	*	*	*	WP_014652679.1	*	WP_076169951.1,WP_152400051.1	WP_162356335.1	WP_162639199.1
8	11	0.126	*	*	*	*	*	*	WP_060776126.1	WP_060778739.1	*	*	*	*	*	*	WP_212132174.1	WP_002291914.1,WP_005876117.1,WP_081133961.1	WP_002296177.1	WP_114524108.1	WP_002335374.1,WP_002329523.1	WP_218256993.1	*	*	*	*	*
4	6	0.104	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649628.1,WP_206600539.1	*	WP_152399035.1,WP_152402606.1	WP_162355735.1	WP_162638170.1
9	9	0.144	WP_126403838.1	WP_005591840.1	WP_018030925.1	WP_120701201.1	WP_109833444.1	WP_059348890.1	*	WP_060778572.1	WP_067980369.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162640596.1
9	9	0.0278	WP_126403976.1	WP_005590674.1	*	WP_120702200.1	*	*	*	*	*	*	*	*	*	*	*	WP_081134323.1	WP_002288637.1	WP_010740269.1	*	WP_070509248.1	*	*	*	WP_162354857.1	WP_162640887.1
14	18	0.113	*	WP_005591427.1	WP_018030352.1	*	WP_002959863.1	*	*	WP_013669698.1	*	*	*	*	*	*	WP_171564463.1	WP_005877447.1	WP_002286315.1	WP_010778633.1	WP_002293224.1	WP_010743767.1,WP_218256587.1	WP_014370376.1	*	WP_152397823.1,WP_076173111.1	WP_162355260.1,WP_162360146.1	WP_162640414.1,WP_162642125.1
7	7	0.152	*	*	*	*	*	WP_026466107.1	WP_060777192.1	WP_060778169.1	*	*	*	*	*	*	*	*	WP_002285920.1	WP_114524536.1	WP_002342581.1	WP_218255735.1	*	*	*	*	*
5	7	0.128	*	*	*	*	WP_019773605.1	*	*	*	*	WP_060779377.1,WP_060779326.1,WP_060779306.1	*	*	WP_127016511.1	*	*	*	*	WP_114523885.1	*	*	*	WP_038693619.1	*	*	*
7	7	0.156	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081134687.1	*	WP_010779218.1	*	*	WP_014650081.1	WP_038698905.1	WP_152400099.1	WP_162355840.1	WP_162639783.1
8	10	0.107	*	*	WP_018030859.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114524354.1,WP_114525281.1	*	WP_028021227.1,WP_218257239.1	WP_013914538.1	WP_038695947.1	WP_152403855.1	WP_162355901.1	WP_162638358.1
13	19	0.106	*	*	WP_018030549.1	*	*	*	WP_060776725.1,WP_060776158.1	*	*	*	*	*	*	WP_194520156.1	*	WP_081134785.1	WP_002287284.1,WP_002295327.1	WP_086305965.1,WP_114525358.1	WP_002291461.1,WP_002292378.1	WP_010747382.1,WP_060789377.1,WP_218257358.1	WP_014369231.1	WP_038699722.1	WP_181153064.1	WP_192043505.1	WP_192043631.1
7	9	0.146	*	*	*	*	*	*	*	*	*	*	*	WP_066325551.1	*	*	WP_230077438.1	*	*	*	*	*	WP_014653092.1	WP_038695371.1	WP_152402446.1,WP_152403121.1	WP_162356927.1	WP_162638856.1,WP_162639945.1
7	9	0.146	*	*	*	*	*	*	*	*	*	*	WP_035064296.1	WP_066328033.1,WP_158512119.1	*	WP_194519732.1	WP_230076817.1,WP_171567338.1	*	WP_002303263.1	*	*	*	WP_014650850.1	*	*	WP_162354697.1	*
7	9	0.137	*	*	*	*	*	*	*	*	*	*	*	WP_066325454.1	*	*	WP_171566476.1	*	*	*	*	*	WP_013920188.1	WP_038696315.1	WP_152397641.1,WP_116231118.1	WP_162359101.1	WP_162645557.1,WP_162643324.1
9	9	0.0363	WP_126404502.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_005880196.1	WP_002326790.1	WP_114523994.1	WP_002325115.1	WP_010746702.1	WP_014368205.1	WP_038695866.1	WP_152399420.1	*	*
25	40	0.204	WP_023026884.1	WP_005590533.1	WP_018030030.1,WP_018029389.1	WP_023026884.1	WP_002961504.1,WP_019770896.1	WP_016896446.1	WP_060777173.1	WP_111818053.1	WP_067978394.1	WP_003142994.1	WP_035064376.1	WP_066322475.1,WP_066326085.1	WP_127018131.1	WP_194519361.1,WP_194518872.1	WP_171566851.1,WP_171564280.1	WP_005880043.1,WP_053109150.1,WP_171024616.1	WP_002292113.1	WP_010780598.1,WP_176281319.1,WP_114525431.1	WP_002292113.1	WP_218255723.1,WP_218257362.1,WP_218257558.1	WP_014650980.1,WP_014372753.1	WP_038696419.1,WP_038699962.1	WP_152399607.1,WP_145158832.1	WP_162357895.1	WP_162644900.1,WP_162645227.1
7	8	0.122	*	*	*	*	*	*	WP_060777107.1	WP_060778991.1	*	*	*	*	*	*	*	WP_005876638.1	WP_002287115.1,WP_002287024.1	WP_010779156.1	WP_002335477.1	WP_028021240.1	*	*	*	*	*
